Import Course,Kursus Impor
In Progress,Sedang berlangsung
In-app,Dalam aplikasi
Include In Preview,Sertakan Dalam Pratinjau
Include in Preview,Sertakan dalam Pratinjau
Incomplete,Tidak lengkap
Incorrect,Salah
Individual Work,Pekerjaan Individu
Industry,Industri
Input,Masukan
Install,Memasang
Install Frappe Learning,Instal LMS
Institution Name,Nama Institusi
Instructor,Pengajar
Instructor Content,Konten Instruktur
Instructor Notes,Catatan Instruktur
Instructor Notes are private notes that only instructors can see. They can be used to provide additional context or guidance for the lesson.,Catatan Instruktur adalah catatan pribadi yang hanya dapat dilihat oleh instruktur. Mereka dapat digunakan untuk memberikan konteks atau panduan tambahan untuk pelajaran.
Instructors,Instruktur
Instructors Comments,Komentar Instruktur
Interest,Minat
Introduction,Perkenalan
Invalid Quiz ID,ID Kuis tidak valid
Invalid Quiz ID in content,ID Kuis tidak valid dalam konten
Invalid document name,Nama dokumen tidak valid
Invite your team and students,Undang tim dan siswa Anda
Is Correct,Benar
Is SCORM Chapter,Apakah Bab SCORM
Is SCORM Package,Adalah Paket SCORM
Issue Date,Tanggal Penerbitan
Issue a Certificate,Menerbitkan Sertifikat
Issue a certificate on course completion.,Menerbitkan sertifikat penyelesaian kursus.
Issue certificates to batch participants.,Menerbitkan sertifikat kepada peserta batch.
Issued On,Dikeluarkan Pada
Issued on,Dikeluarkan pada
Items in Sidebar,Item di Sidebar
Jane Doe,Jane Doe
JavaScript,JavaScript
Job,Pekerjaan
Job Details,Detail Pekerjaan
Job Openings,Lowongan Kerja
Job Opportunity,Peluang Kerja
Job Title,Judul Pekerjaan
Jobs,Pekerjaan
Join,Bergabung
Join Call,Gabung Panggilan
Join Meeting,Bergabunglah dalam Rapat
Join URL,Gabung URL
Joined At,Bergabung Pada
Joined at,Bergabung di
Jump to,Lompat ke
"Keep going,","Terus berlanjut,"
LMS Assessment,Penilaian LMS
LMS Assignment,Penugasan LMS
LMS Assignment Submission,Penyerahan Penugasan LMS
LMS Badge,Lencana LMS
LMS Badge Assignment,Penetapan Lencana LMS
LMS Batch,Gelombang LMS
LMS Batch Enrollment,Pendaftaran Gelombang LMS
LMS Batch Feedback,Umpan Balik Kelompok LMS
LMS Batch Timetable,Jadwal Batch LMS
LMS Category,Kategori LMS
LMS Certificate,Sertifikat LMS
LMS Certificate Evaluation,Evaluasi Sertifikat LMS
LMS Certificate Request,Permintaan Sertifikat LMS
LMS Coupon,Kupon LMS
LMS Coupon Item,Item Kupon LMS
LMS Course,Kursus LMS
LMS Course Interest,Minat Kursus LMS
LMS Course Mentor Mapping,Pemetaan Mentor Kursus LMS
LMS Course Progress,Kemajuan Kursus LMS
LMS Course Review,Tinjauan Kursus LMS
LMS Enrollment,Pendaftaran LMS
LMS Job Application,Lamaran Pekerjaan LMS
LMS Lesson Note,Catatan Pelajaran LMS
LMS Live Class,Kelas Langsung LMS
LMS Live Class Participant,Peserta Kelas Langsung LMS
LMS Option,Opsi LMS
LMS Program,Program LMS
LMS Program Course,Kursus Program LMS
LMS Program Member,Anggota Program LMS
LMS Programming Exercise,Latihan Pemrograman LMS
LMS Programming Exercise Submission,Penyerahan Latihan Pemrograman LMS
LMS Question,Pertanyaan LMS
LMS Quiz,Kuis LMS
LMS Quiz Question,Pertanyaan Kuis LMS
LMS Quiz Result,Hasil Kuis LMS
LMS Quiz Submission,Pengiriman Kuis LMS
LMS Settings,Pengaturan LMS
LMS Sidebar Item,Item Bilah Sisi LMS
LMS Source,Sumber LMS
LMS Student,Mahasiswa LMS
LMS Test Case,Kasus Uji LMS
LMS Test Case Submission,Pengajuan Kasus Uji LMS
LMS Timetable Legend,Legenda Jadwal LMS
LMS Timetable Template,Templat Jadwal LMS
LMS Video Watch Duration,Durasi Tontonan Video LMS
LMS Zoom Settings,Pengaturan Zoom LMS
Label,Label
Language,Bahasa
Last Name,Nama Belakang
Launch File,Luncurkan Berkas
Learning,Sedang belajar
Learning Consistency,Konsistensi Pembelajaran
Learning Paths,Jalur Pembelajaran
Left At,Kiri Pada
Left at,Kiri di
Lesson,Pelajaran
Lesson Completion,Penyelesaian Pelajaran
Lesson Index,Indeks Pelajaran
Lesson Progress,Kemajuan Pelajaran
Lesson Reference,Referensi Pelajaran
Lesson Title,Judul Pelajaran
Lesson created successfully,Pelajaran berhasil dibuat
Lesson deleted successfully,Pelajaran berhasil dihapus
Lesson moved successfully,Pelajaran dipindahkan dengan sukses
Lesson updated successfully,Pelajaran berhasil diperbarui
Lessons,Pelajaran
Lessons Completed,Pelajaran Selesai
Lets start setting up your content on the LMS so that you can reclaim time and focus on growth.,Mari mulai menyiapkan konten Anda di LMS sehingga Anda dapat memperoleh kembali waktu dan fokus pada pertumbuhan.
"Letter Grade (e.g. A, B-)","Nilai Huruf (misalnya A, B-)"
Limit Questions To,Batasi Pertanyaan Pada
Limit cannot be greater than or equal to the number of questions in the quiz.,Batasan tidak boleh lebih besar atau sama dengan jumlah pertanyaan dalam kuis.
LinkedIn,LinkedIn
LinkedIn ID,ID LinkedIn
Live,Hidup
Live Class,Kelas Langsung
LiveCode URL,URL Kode Langsung
Load More,Muat lebih banyak
Local,[Daerah
Location,Lokasi
Location Preference,Preferensi Lokasi
Login,Masuk
Login to Frappe Cloud?,Masuk ke GARP Cloud?
Login to apply,Masuk untuk melamar
Longest Streak,Garis Terpanjang
Looking for new work or hiring talent?,Mencari pekerjaan baru atau merekrut talenta?
Looking forward to seeing you enrolled!,Kami menantikan untuk melihat Anda mendaftar!
Make LMS the default home,Jadikan LMS sebagai rumah default
Make an Announcement,Buat Pengumuman
Make notes for quick revision. Press / for menu.,Buat catatan untuk revisi cepat. Tekan / untuk menu.
Make the batch visible to all users.,Jadikan batch terlihat oleh semua pengguna.
Make the course visible to all users.,Jadikan kursus dapat dilihat oleh semua pengguna.
Make this certificate visible to the participant.,Jadikan sertifikat ini terlihat oleh peserta.
"Manage batches, review and grade submissions","Kelola batch, tinjau, dan nilai kiriman"
Manage your courses and batches at a glance,Kelola kursus dan batch Anda secara sekilas
Manager (Sales/Marketing/Customer),Manajer (Penjualan/Pemasaran/Pelanggan)
Manifest File,File Manifes
Manual Assignment,Penugasan Manual
Mark,Tanda
Mark all as read,Tandai semua sebagai telah dibaca
Mark for review,Tandai untuk ditinjau
Mark the course as upcoming but not yet open for enrollment.,Tandai kursus sebagai yang akan datang tetapi belum dibuka untuk pendaftaran.
Mark the payment as received.,Tandai pembayaran sebagai diterima.
Mark this option as a correct answer.,Tandai pilihan ini sebagai jawaban yang benar.
Marks,Tanda
Marks To Cut,Tanda Untuk Dipotong
Marks out of,Menandai keluar
Marks to Deduct,Tanda untuk Dikurangi
Max Attempts,Upaya Maks
Maximum Attempts,Upaya Maksimal
Medium,Sedang
Medium ID,ID sedang
Medium:,Sedang:
Meeting ID,ID Rapat
Member,Anggota
Member Consent,Persetujuan Anggota
Member Count,Jumlah Anggota
Member Image,Gambar Anggota
Member Name,Nama Anggota
Member Type,Tipe Anggota
Member Username,Nama Pengguna Anggota
Member added successfully,Anggota berhasil ditambahkan
Member added to program successfully,Anggota berhasil ditambahkan ke program
Member already added to program,Anggota sudah ditambahkan ke program
Member already enrolled in this batch,Anggota sudah terdaftar dalam angkatan ini
Members,Anggota
Mentor,Mentor
Mentor Name,Nama Mentor
Mentor Request,Permintaan Mentor
Mentor Request Creation Template,Templat Pembuatan Permintaan Mentor
Mentor Request Status Update Template,Templat Pembaruan Status Permintaan Mentor
Message,Pesan
Message is required,Pesan diperlukan
Meta Description,Deskripsi meta
Meta Image,Gambar Meta
Meta Keywords,Kata Kunci Meta
Meta Tags,Tag Meta
Meta tags should be a list.,Tag meta harus berupa daftar.
Milestone,Batu
Minimum two options are required for multiple choice questions.,Minimal dua opsi diperlukan untuk pertanyaan pilihan ganda.
Moderator,Moderator
Modified,Dimodifikasi
Modified By,Dimodifikasi Oleh
Module Name is incorrect or does not exist.,Nama Modul salah atau tidak ada.
Module is incorrect.,Modul salah.
Monday,Senin
Monetization,Monetisasi
More,Lanjut
Multiple Correct Answers,Beberapa Jawaban Benar
My Batches,Batch saya
My Courses,Kursus Saya
My Notes,Catatan saya
My Profile,Profil Saya
My availability,ketersediaan saya
My calendar,Kalender saya
Name,Nama
New,Baru
New Batch,Angkatan Baru
New Coupon,Kupon Baru
New Course,Kursus Baru
New Email Template,Templat Email Baru
New Evaluator,Penilai Baru
New Google Meet Account,Akun Google Meet baru
New Job,Pekerjaan Baru
New Job Applicant,Pelamar Kerja Baru
New Lesson,Pelajaran Baru
New Payment Gateway,Gerbang Pembayaran Baru
New Question,Pertanyaan Baru
New Sign Up,Pendaftaran Baru
New Zoom Account,Akun Zoom Baru
Next,Lanjut
No Assessments,Tidak Ada Penilaian
No Assignments,Tidak Ada Tugas
No Notifications,Tidak Ada Pemberitahuan
No Quiz submissions found,Tidak ada kiriman Kuis yang ditemukan
No Recording,Tidak Ada Rekaman
No Submissions,Tidak Ada Kiriman
No Upcoming Evaluations,Tidak Ada Evaluasi Mendatang
No announcements have been made yet for this batch,Belum ada pengumuman yang dibuat untuk batch ini
No assessments added to this batch,Tidak ada penilaian yang ditambahkan ke kumpulan ini
No calendar is configured for the conferencing provider. Please set up a calendar to create events.,Tidak ada kalender yang dikonfigurasi untuk penyedia konferensi. Silakan siapkan kalender untuk membuat acara.
No certificates,Tidak ada sertifikat
No coupons created yet.,Belum ada kupon yang dibuat.
No coupons selected for deletion,Tidak ada kupon yang dipilih untuk dihapus
No courses added to this batch,Tidak ada kursus yang ditambahkan ke kumpulan ini
No courses added yet.,Belum ada kursus yang ditambahkan.
No courses created,Tidak ada kursus yang dibuat
No courses under review,Tidak ada kursus yang sedang ditinjau
No feedback received yet.,Belum ada masukan yang diterima.
No introduction,Tidak ada perkenalan
No live classes scheduled,Tidak ada kelas langsung yang dijadwalkan
No members added yet.,Belum ada anggota yang ditambahkan.
No members found.,Tidak ada anggota yang ditemukan.
No programs found in this category.,Tidak ada program yang ditemukan dalam kategori ini.
No questions added yet,Belum ada pertanyaan yang ditambahkan
No quizzes added yet.,Belum ada kuis yang ditambahkan.
No results found,Hasil tidak ditemukan
No slots available for the selected course.,Tidak ada slot tersedia untuk kursus yang dipilih.
No statistics available for this video.,Tidak ada statistik yang tersedia untuk video ini.
No students in this batch,Tidak ada siswa di angkatan ini
No submissions,Tidak ada kiriman
Not Allowed,Tidak Diizinkan
Not Applicable,Tidak Berlaku
Not Attempted,Tidak Dicoba
Not Available for Preview,Tidak Tersedia untuk Pratinjau
Not Graded,Tidak Dinilai
Not Permitted,Tidak Diijinkan
Not Saved,Tidak Disimpan
Note,Catatan
Notes,Catatan
Nothing to see here.,Tidak ada yang bisa dilihat di sini.
Notification Sent,Pemberitahuan Terkirim
Notifications,Pemberitahuan
Notify me when available,Beritahu saya bila tersedia
Number of Students,Jumlah Siswa
Number of seats available,Jumlah kursi yang tersedia
OAuth Client ID,ID Klien OAuth
Office close to Home,Kantor dekat dengan Rumah
Offline,Luring
On site,Di lokasi
On-site,Di tempat
"Once again, congratulations on this significant accomplishment.","Sekali lagi, selamat atas pencapaian yang signifikan ini."
"Once the moderator grades your submission, you'll find the details here.","Setelah moderator menilai kiriman Anda, Anda akan menemukan detailnya di sini."
Online,On line
Only PDF files are allowed.,Hanya file PDF yang diperbolehkan.
Only document file of type .doc or .docx are allowed.,Hanya file dokumen bertipe .doc atau .docx yang diperbolehkan.
Only show assignments from the current course,Hanya tampilkan tugas dari mata kuliah saat ini
Only show batches that offer a certificate,Hanya tampilkan kumpulan yang menawarkan sertifikat
Only show courses that offer a certificate,Hanya tampilkan kursus yang menawarkan sertifikat
Only zip files are allowed,Hanya file zip yang diperbolehkan
Open,Buka
Open Assignment,Buka Tugas
Open Course,Kursus Terbuka
Open Ended,Terbuka Berakhir
Open the ,Buka
Open to,Terbuka untuk
Open to Work,Terbuka untuk Bekerja
Option,Pilihan
Option 1,Pilihan 1
Option 2,Opsi 2
Option 3,Opsi 3
Option 4,Pilihan 4
Options,Pilihan
Orange,Oranye
Order ID,ID Pesanan
Organization,Organisasi
Original Amount,Jumlah Asli
Others,Yang lain
Our Popular Courses,Kursus Populer Kami
Our Upcoming Batches,Batch Mendatang Kami
Output,Keluaran
"Oversee all users, content, and system settings","Awasi semua pengguna, konten, dan pengaturan sistem"
Overview,Ringkasan
Owner,Pemilik
PAN,PANCI
PAN Number,Nomor PAN
PDF,PDF
Page deleted successfully,Halaman berhasil dihapus
Paid Batch,Kelompok Berbayar
Paid Certificate,Sertifikat Berbayar
Paid Certificate after Evaluation,Sertifikat Berbayar setelah Evaluasi
Paid Course,Kursus Berbayar
Part Time,Paruh Waktu
Partially Complete,Selesai Sebagian
Pass,Lulus
Passed,Lulus
Passing Percentage,Persentase Kelulusan
Password,Kata sandi
Paste a YouTube link of a short video introducing the course.,Tempelkan tautan YouTube dari video pendek yang memperkenalkan kursus.
Payment,Pembayaran
Payment Country,Negara Pembayaran
Payment Details,Detail Pembayaran
Payment For Certificate,Pembayaran Untuk Sertifikat
Payment For Document,Pembayaran Untuk Dokumen
Payment For Document Type,Pembayaran Untuk Jenis Dokumen
Payment Gateway,Gerbang Pembayaran
Payment ID,ID Pembayaran
Payment Received,Pembayaran diterima
Payment Reminder Template,Templat Pengingat Pembayaran
Payment Settings,Pengaturan Pembayaran
Payment for ,Pembayaran untuk
Payment for Certificate,Pembayaran Sertifikat
Payment for Document,Pembayaran Dokumen
Payment for Document Type,Pembayaran untuk Jenis Dokumen
Payment gateways deleted successfully,Gerbang pembayaran berhasil dihapus
Payment is required to enroll in this batch.,Pembayaran diperlukan untuk mendaftar dalam batch ini.
Payments app is not installed,Aplikasi pembayaran tidak diinstal
Pending,Tertunda
People,Rakyat
Percentage,Persentase
Percentage (e.g. 70%),Persentase (misalnya 70%)
Percentage Discount,Persentase Diskon
Persona Captured,Persona Ditangkap
Phone Number,Nomor telepon
Pink,Merah Muda
Please ask your administrator to verify your sign-up,Minta administrator untuk memverifikasi Anda sign-up
Please check your email for verification,Silahkan cek email Anda untuk verifikasi
Please click on the following button to set your new password,Silakan klik tombol berikut untuk mengatur kata sandi baru Anda
Please complete the previous course to unlock this one.,Silakan selesaikan kursus sebelumnya untuk membuka kursus ini.
Please enable the Google Meet account to use this feature.,Harap aktifkan akun Google Meet untuk menggunakan fitur ini.
Please enable the zoom account to use this feature.,Harap aktifkan akun zoom untuk menggunakan fitur ini.
Please enroll for this course to view this lesson,Silakan mendaftar kursus ini untuk melihat pelajaran ini
"Please ensure that the billing name you enter is correct, as it will be used on your invoice.",Harap pastikan nama penagihan yang Anda masukkan sudah benar karena akan digunakan pada invoice Anda.
Please enter a coupon code,Silakan masukkan kode kupon
Please enter a title.,Silakan masukkan judul.
Please enter a valid Contact Us Email.,Silakan masukkan Email Hubungi Kami yang valid.
Please enter a valid Contact Us URL.,Silakan masukkan URL Hubungi Kami yang valid.
Please enter a valid URL.,Silakan masukkan URL yang valid.
Please enter a valid time in the format HH:mm.,Silakan masukkan waktu yang valid dalam format HH:mm.
Please enter a valid timestamp,Silakan masukkan stempel waktu yang valid
Please let us know where you heard about us from.,Harap beri tahu kami dari mana Anda mendengar tentang kami.
Please login to access the quiz.,Silakan login untuk mengakses kuis.
Please login to continue with payment.,Silakan login untuk melanjutkan pembayaran.
Please login to view program details.,Silakan login untuk melihat detail program.
Please login to view programs.,Silakan login untuk melihat program.
Please make sure to schedule your evaluation before this date.,Harap pastikan untuk menjadwalkan evaluasi Anda sebelum tanggal ini.
Please prepare well and be on time for the evaluations.,Mohon mempersiapkan diri dengan baik dan tepat waktu untuk evaluasi.
Please provide your consent to proceed with the payment,Harap berikan persetujuan Anda untuk melanjutkan pembayaran
Please provide your consent to proceed with the payment.,Harap berikan persetujuan Anda untuk melanjutkan pembayaran.
Please read the following instructions carefully before starting the quiz,Harap baca instruksi berikut dengan seksama sebelum memulai kuis
Please run the code to execute the test cases.,Silakan jalankan kode untuk menjalankan kasus uji.
Please select a Google Meet account for this batch.,Silakan pilih akun Google Meet untuk batch ini.
Please select a Zoom account for this batch.,Silakan pilih akun Zoom untuk batch ini.
Please select a conferencing provider and add an account to the batch to create live classes.,Silakan pilih penyedia konferensi dan tambahkan akun ke batch untuk membuat kelas langsung.
Please select a course,Silakan pilih kursus
Please select a course to view available slots.,Silakan pilih kursus untuk melihat slot yang tersedia.
Please select a date.,Silakan pilih tanggal.
Please select a duration.,Silakan pilih durasi.
Please select a future date and time.,Silakan pilih tanggal dan waktu yang akan datang.
Please select a member,Silakan pilih anggota
Please select a payment for the purchased certificate.,Silakan pilih pembayaran untuk sertifikat yang dibeli.
Please select a quiz,Silakan pilih kuis
Please select a student to enroll.,Silakan pilih siswa yang akan didaftarkan.
Please select a time.,Silakan pilih waktu.
Please select a timezone.,Silakan pilih zona waktu.
Please select a user,Silakan pilih pengguna
Please select an option,Silakan pilih salah satu opsi
Please upload a SCORM package,Silakan unggah paket SCORM
Point of Score (e.g. 70),Poin Skor (misalnya 70)
Possibilities,Kemungkinan
Possibility,Kemungkinan
Possible Answer 1,Kemungkinan Jawaban 1
Possible Answer 2,Kemungkinan Jawaban 2
Possible Answer 3,Kemungkinan Jawaban 3
Possible Answer 4,Kemungkinan Jawaban 4
Post,Pos
Postal Code,Kode Pos
Powered by Frappe Learning,Didukung oleh LMS
Preferred Function,Fungsi Pilihan
Preferred Functions,Fungsi Pilihan
Preferred Industries,Industri Pilihan
Preferred Industry,Industri Pilihan
Preferred Location,Lokasi Pilihan
Press enter to search,Tekan enter untuk mencari
Prevent Skipping Videos,Cegah Melewatkan Video
Preview Image,Pratinjau Gambar
Preview Video,Pratinjau Video
Previous,Kembali
Pricing,Harga
Pricing and Certification,Penetapan Harga dan Sertifikasi
Primary Countries,Negara Primer
Private Information includes your Grade and Work Environment Preferences,Informasi Pribadi mencakup Preferensi Kelas dan Lingkungan Kerja Anda
Problem Statement,Pernyataan Masalah
Proceed to Payment,Lanjutkan ke Pembayaran
Profession,Profesi
Profile Image,Gambar Profil
Program,Program
Program Courses,Kursus Program
Program Member,Anggota Program
Program Members,Anggota Program
Program created successfully,Program berhasil dibuat
Program deleted successfully,Program berhasil dihapus
Program updated successfully,Program berhasil diperbarui
Programming Exercise,Latihan Pemrograman
Programming Exercise Progress,Kemajuan Latihan Pemrograman
Programming Exercise Submission,Penyerahan Latihan Pemrograman
Programming Exercise Submissions,Pengiriman Latihan Pemrograman
Programming Exercise created successfully,Latihan Pemrograman berhasil dibuat
Programming Exercise deleted successfully,Latihan Pemrograman berhasil dihapus
Programming Exercise updated successfully,Latihan Pemrograman berhasil diperbarui
Programming Exercises,Latihan Pemrograman
Programs,Program
Progress,Kemajuan
Progress (%),Kemajuan (%)
Progress Distribution,Distribusi Kemajuan
Progress Summary,Ringkasan Kemajuan
Progress of students in courses and assessments,Kemajuan siswa dalam kursus dan penilaian
Publish on Participant Page,Publikasikan di Halaman Peserta
Published,Diterbitkan
Published Courses,Kursus yang Diterbitkan
Published On,Diterbitkan Pada
Publishing Settings,Pengaturan Penerbitan
Purchased Certificate,Sertifikat yang Dibeli
Purple,Ungu
Python,ular piton
Question,Pertanyaan
Question Detail,Detil Pertanyaan
Question Name,Nama Pertanyaan
Question added successfully,Pertanyaan berhasil ditambahkan
Question updated successfully,Pertanyaan berhasil diperbarui
Questions,Pertanyaan
Questions deleted successfully,Pertanyaan berhasil dihapus
Questions marked for review,Pertanyaan ditandai untuk ditinjau
Quiz,Kuis
Quiz ID,ID Kuis
Quiz Progress,Kemajuan Kuis
Quiz Submission,Pengiriman Kuis
Quiz Submissions,Pengiriman Kuis
Quiz Summary,Ringkasan Kuis
Quiz Title,Judul Kuis
Quiz created successfully,Kuis berhasil dibuat
Quiz is not available to Guest users. Please login to continue.,Kuis tidak tersedia untuk pengguna Tamu. Silakan masuk untuk melanjutkan.
Quiz updated successfully,Kuis berhasil diperbarui
Quiz will appear at the bottom of the lesson.,Kuis akan muncul di bagian bawah pelajaran.
Quizzes,Kuis
Quizzes deleted successfully,Kuis berhasil dihapus
Quizzes in this video,Kuis dalam video ini
Randomize the order of questions for each attempt.,Acak urutan pertanyaan untuk setiap upaya.
Rating,Peringkat
Rating cannot be 0,Peringkat tidak boleh 0
Red,Merah
Redemption Count,Jumlah Penukaran
Redemptions Count,Jumlah Penukaran
Reference DocName,Referensi Nama Dokumen
Reference DocType,Referensi DocType
Reference Document Type,Jenis Dokumen Referensi
Reference Name,nama referensi
Regards,Salam
Register Now,Daftar Sekarang
Registered but disabled,Terdaftar tapi dinonaktifkan
Related Courses,Kursus Terkait
Remote,Terpencil
Remove,Menghapus
Remove Highlight,Hapus Sorotan
Reply To,Membalas Ke
Reply To is required,Balasan Ke diperlukan
Reply cannot be empty.,Balasan tidak boleh kosong.
Request Invite,Minta Undangan
Request for Mentorship,Permintaan Bimbingan
Result,Hasil
Resume,Lanjut
Resume Video,Lanjutkan Video
Resume where you left off,Lanjutkan dari bagian terakhir yang Anda tinggalkan
Review,Ulasan
Role,Peran
Role Preference,Preferensi Peran
Role updated successfully,Peran berhasil diperbarui
Roles,4.1.2 Roles(Peran)
Route,Rute
Run,Berlari
Running,Berlari
Rust,Karat
SCORM,SCORM
SCORM Content,Konten SCORM
SCORM Package,Paket SCORM
SCORM Package Path,Jalur Paket SCORM
SEO,seo
SVG contains potentially unsafe content.,SVG berisi konten yang berpotensi tidak aman.
Saturday,Sabtu
Save,Simpan
Schedule,Jadwal
Schedule an evaluation to get certified.,Jadwalkan evaluasi untuk mendapatkan sertifikasi.
Schedule your evaluation,Jadwalkan evaluasi Anda
Scheduled Flow,Aliran Terjadwal
Score,Skor
Score Out Of,Skor Keluar Dari
Search,Pencarian
Search by Member,Cari berdasarkan Anggota
Search by Name,Cari berdasarkan Nama
Search by Title,Cari berdasarkan Judul
Search by name,Cari berdasarkan nama
Search by title,Cari berdasarkan judul
Search for ,Cari 
Search for an icon,Cari ikon
Search...,Pencarian...
Seat Count,Jumlah Kursi
Seat Left,Kursi Kiri
Seat count cannot be negative.,Jumlah kursi tidak boleh negatif.
Seats Left,Kursi Tersisa
See all,Lihat semuanya
Select Date,Pilih Tanggal
Select Payment Gateway,Pilih Gerbang Pembayaran
Select User,Pilih Pengguna
Select a Programming Exercise,Pilih Latihan Pemrograman
Select a fallback color for the course card when no image is set.,Pilih warna cadangan untuk kartu kursus jika tidak ada gambar yang disetel.
Select a question,Pilih pertanyaan
Select a quiz,Pilih kuis
Select an Assignment,Pilih Tugas
Select from questions you have already created,Pilih dari pertanyaan yang sudah Anda buat
Send,Kirim
Send Confirmation Email,Kirim Email Konfirmasi
Send Email,Kirim Email
Send Notification for Published Batches,Kirim Pemberitahuan untuk Batch yang Diterbitkan
Send Notification for Published Courses,Kirim Pemberitahuan untuk Kursus yang Diterbitkan
Send Payment Reminders for Batch,Kirim Pengingat Pembayaran untuk Batch
Send Payment Reminders for Course,Kirim Pengingat Pembayaran untuk Kursus
Send calendar invite for evaluations,Kirim undangan kalender untuk evaluasi
Session End Time,Waktu Berakhir Sesi
Session Start Time,Waktu Mulai Sesi
Session refreshed successfully,Sesi berhasil disegarkan
Set Color,Atur Warna
Set your Password,Tetapkan Kata Sandi Anda
Setting up,Menyiapkan
Setting up payment gateway,Menyiapkan gateway pembayaran
Settings,Pengaturan
Share on,Bagikan terus
Short Description,Deskripsi Singkat
Short Introduction,Pengantar Singkat
Short description of the batch,Deskripsi singkat tentang kumpulan tersebut
Show Answer,Tampilkan Jawaban
Show Answers,Tampilkan Jawaban
Show Submission History,Tampilkan Riwayat Pengiriman
Show Tab in Batch,Tampilkan Tab secara Batch
Show USD Equivalent,Tunjukkan Setara USD
Show day view in timetable,Tampilkan tampilan hari dalam jadwal
Show live class,Tampilkan kelas langsung
Shuffle Questions,Pertanyaan Acak
Sidebar,Bilah samping
Sidebar Items,Item Bilah Sisi
Sign Up is disabled,Sign Up dinonaktifkan
Sign up,Daftar
Signup Settings,Pengaturan Pendaftaran
Signups,Pendaftaran
Skill,Ketrampilan
Skill Details,Detail Keterampilan
Skill Name,Nama Keterampilan
Skills,Keterampilan
Skip,Melewatkan
Slot Times are overlapping for some schedules.,Slot Times tumpang tindih untuk beberapa jadwal.
Slot added successfully,Slot berhasil ditambahkan
Slot deleted successfully,Slot berhasil dihapus
Slots,slot
Sold Out,Terjual habis
Sort by,Urutkan berdasarkan
Source,Sumber
Staff,Staf
Start,Mulai
Start Date,Tanggal Mulai
Start Date:,Tanggal Mulai:
Start Learning,Mulai Belajar
Start Time,Waktu Mulai
Start Time cannot be greater than End Time,Waktu Mulai tidak boleh lebih besar dari Waktu Berakhir
Start URL,URL Mulai
Start the Quiz,Mulai Kuis
Startup Organization,Organisasi Permulaan
State/Province,Negara Bagian/Provinsi
Statistics,Statistik
Status,Status
Status/Percentage,Status/Persentase
Status/Score,Status/Skor
Student,Murid
Student Progress,Kemajuan Siswa
Student Reviews,Ulasan Siswa
Student enrolled successfully,Siswa berhasil mendaftar
Student is already enrolled in this course.,Siswa sudah terdaftar dalam kursus ini.
Students,Siswa
Students will be enrolled in a paid batch once they complete the payment,Siswa akan terdaftar dalam kelompok berbayar setelah mereka menyelesaikan pembayaran
Subject,Perihal
Subject is required,Subjek diperlukan
Submission,Penyerahan
Submission Type,Jenis Pengiriman
Submission by,Pengiriman oleh
Submission saved!,Pengiriman disimpan!
Submissions,Kiriman
Submissions deleted successfully,Kiriman berhasil dihapus
Submit,Kirim
Submit Feedback,Kirim Masukan
Submit and Continue,Kirim dan Lanjutkan
"Submit your resume to proceed with your application for this position. Upon submission, it will be shared with the job poster.","Kirimkan resume Anda untuk melanjutkan lamaran Anda untuk posisi ini. Setelah diserahkan, itu akan dibagikan dengan pemasang lowongan."
Successfully enrolled in program,Berhasil terdaftar dalam program
Summary,Ringkasan
Sunday,Minggu
Swatches,contoh
System Manager,Manajer Sistem
Tags,Tag
Tap,Mengetuk
Teal,teal
Team School,Sekolah Tim
Team Work,Kerja Tim
Template,Templat
Temporarily Disabled,Dinonaktifkan Sementara
Test Cases,Kasus Uji
Test Quiz,Tes Kuis
Test this Exercise,Uji Latihan ini
Text,Teks
Thank you for providing your feedback.,Terima kasih telah memberikan tanggapan Anda.
Thanks and Regards,Terima kasih dan Salam
The Google Meet account does not have a Google Calendar configured. Please set up a Google Calendar first.,Akun Google Meet tidak memiliki Google Kalender yang dikonfigurasi. Harap siapkan Google Kalender terlebih dahulu.
The batch does not exist.,Batchnya tidak ada.
The batch you have enrolled for is starting tomorrow. Please be prepared and be on time for the session.,Gelombang yang telah Anda daftarkan akan dimulai besok. Harap bersiap dan datang tepat waktu untuk sesi ini.
The deadline to schedule evaluations has passed. Please contact the Instructor for assistance.,Batas waktu untuk menjadwalkan evaluasi telah berlalu. Silakan hubungi Instruktur untuk bantuan.
The last day to schedule your evaluations is ,Hari terakhir untuk menjadwalkan evaluasi Anda adalah
The lesson does not exist.,Pelajarannya tidak ada.
The selected Google Meet account does not have a Google Calendar configured.,Akun Google Meet yang dipilih tidak memiliki Google Kalender yang dikonfigurasi.
The selected Google Meet account is disabled. Please enable it or select another account.,Akun Google Meet yang dipilih dinonaktifkan. Silakan aktifkan atau pilih akun lain.
The slot is already booked by another participant.,Slot sudah dipesan oleh peserta lain.
The specified batch does not exist.,Batch yang ditentukan tidak ada.
The status of your application has changed.,Status permohonan Anda telah berubah.
There are no chapters in this course. Create and manage chapters from here.,Tidak ada bab dalam kursus ini. Buat dan kelola bab dari sini.
There are no courses currently. Create your first course to get started!,Tidak ada kursus saat ini. Buat kursus pertama Anda untuk memulai!
There are no seats available in this batch.,Tidak ada kursi yang tersedia pada angkatan ini.
There are no submissions for this assignment.,Tidak ada penyerahan untuk tugas ini.
